Pedido,Data Pedido,Data Saída,Previsão Entrega,Data Entrega,Comprador,Materia Prima,Quantidade,Desconto (%),Fornecedor
347,5/9/2019,5/15/2019,5/17/2019,5/22/2019,4,3,63,0,633
348,5/9/2019,5/18/2019,5/19/2019,5/24/2019,4,5,449,0,634
349,5/9/2019,5/9/2019,5/22/2019,5/23/2019,2,5,50,0,635
350,5/9/2019,5/9/2019,5/19/2019,5/23/2019,2,11,564,0,636
351,5/9/2019,5/20/2019,5/24/2019,5/22/2019,2,5,31,0,637
352,5/9/2019,5/10/2019,5/25/2019,5/26/2019,2,8,201,0,638
353,5/10/2019,5/10/2019,6/9/2019,6/10/2019,1,5,154,0,639
354,5/10/2019,5/19/2019,5/21/2019,5/26/2019,4,6,1,0,640
355,5/10/2019,5/10/2019,5/18/2019,5/18/2019,4,1,103,0,641
356,5/10/2019,5/11/2019,5/15/2019,5/19/2019,4,9,199,0,642
357,5/10/2019,5/11/2019,5/27/2019,5/31/2019,1,6,73,0,643
358,5/10/2019,5/12/2019,5/27/2019,5/29/2019,1,7,2,0,644
359,5/11/2019,5/20/2019,5/22/2019,5/25/2019,4,5,61,0,645
360,5/11/2019,5/15/2019,6/8/2019,6/10/2019,1,11,165,0,646
361,5/11/2019,5/12/2019,5/17/2019,5/19/2019,4,7,419,0,647
362,5/11/2019,5/11/2019,5/18/2019,5/18/2019,4,6,297,0,648
363,5/11/2019,5/11/2019,5/22/2019,5/24/2019,4,8,116,0,649
364,5/11/2019,5/18/2019,6/7/2019,6/10/2019,1,8,529,0,650
365,5/11/2019,5/11/2019,6/2/2019,6/2/2019,1,5,388,0,651
366,5/12/2019,5/14/2019,5/17/2019,5/22/2019,4,5,92,0,652
367,5/12/2019,5/13/2019,5/18/2019,5/24/2019,4,11,183,0,653
368,5/12/2019,5/14/2019,5/20/2019,5/20/2019,4,11,2,0,654
369,5/12/2019,5/13/2019,5/30/2019,6/3/2019,1,6,438,0,655
370,5/12/2019,5/21/2019,5/30/2019,6/1/2019,1,1,427,0,656
371,5/12/2019,5/12/2019,5/28/2019,5/28/2019,2,9,24,0,657
372,5/12/2019,5/17/2019,6/7/2019,6/11/2019,1,9,36,0,658
373,5/12/2019,5/13/2019,6/10/2019,6/10/2019,1,9,453,0,659
374,5/12/2019,5/22/2019,6/2/2019,6/2/2019,1,10,220,0,660
375,5/13/2019,5/13/2019,5/21/2019,5/22/2019,4,9,135,0,661
376,5/13/2019,5/19/2019,5/19/2019,5/23/2019,4,3,23,0,662
377,5/13/2019,5/21/2019,5/25/2019,5/24/2019,4,8,26,0,663
378,5/13/2019,5/20/2019,5/21/2019,5/23/2019,4,7,66,0,664
379,5/13/2019,5/22/2019,5/25/2019,5/29/2019,4,6,374,0,665
380,5/13/2019,5/13/2019,5/29/2019,5/31/2019,1,8,300,0,4
381,5/13/2019,5/20/2019,5/24/2019,5/25/2019,3,1,180,0,5
382,5/13/2019,5/16/2019,5/26/2019,5/28/2019,1,4,502,0,2
383,5/13/2019,5/14/2019,6/12/2019,6/16/2019,1,9,314,0,1
384,5/13/2019,5/22/2019,6/14/2019,6/15/2019,1,2,309,0,1
385,5/13/2019,5/22/2019,6/15/2019,6/13/2019,1,7,630,0,2
386,5/13/2019,5/17/2019,5/29/2019,5/28/2019,1,11,450,0,5
387,5/14/2019,5/15/2019,5/21/2019,5/22/2019,4,7,262,0,1
388,5/14/2019,5/15/2019,5/23/2019,5/23/2019,4,7,346,0,5
389,5/14/2019,5/19/2019,5/23/2019,5/22/2019,4,10,318,0,3
390,5/14/2019,5/23/2019,5/26/2019,6/1/2019,4,1,42,0,3
391,5/14/2019,5/15/2019,6/3/2019,6/4/2019,1,7,240,0,2
392,5/14/2019,5/15/2019,5/26/2019,5/27/2019,3,5,106,0,3
393,5/14/2019,5/15/2019,5/27/2019,5/27/2019,3,10,234,0,2
394,5/14/2019,5/22/2019,5/25/2019,5/26/2019,1,5,62,0,3
395,5/14/2019,5/21/2019,5/30/2019,5/30/2019,3,5,26,0,3
396,5/14/2019,5/27/2019,6/8/2019,6/10/2019,2,9,2,0,2
397,5/14/2019,5/14/2019,6/2/2019,6/4/2019,1,7,234,0,683
398,5/15/2019,5/24/2019,5/27/2019,5/29/2019,4,11,194,0,684
399,5/15/2019,5/22/2019,5/24/2019,5/28/2019,4,1,41,0,685
400,5/15/2019,5/16/2019,5/21/2019,5/26/2019,4,1,62,0,686
401,5/15/2019,5/24/2019,6/3/2019,6/4/2019,1,8,218,0,687
402,5/15/2019,5/15/2019,6/15/2019,6/17/2019,1,1,167,0,688
403,5/15/2019,5/15/2019,6/15/2019,6/18/2019,1,1,303,0,689
404,5/15/2019,5/15/2019,6/7/2019,6/8/2019,1,7,160,0,690
405,5/16/2019,5/23/2019,5/26/2019,5/28/2019,1,5,144,0,691
406,5/16/2019,5/18/2019,5/28/2019,5/31/2019,1,5,24,0,692
407,5/16/2019,5/21/2019,6/7/2019,6/7/2019,1,7,155,0,693
408,5/16/2019,5/17/2019,5/27/2019,5/31/2019,3,11,12,0,694
409,5/16/2019,5/16/2019,5/29/2019,6/3/2019,1,11,383,0,695
410,5/16/2019,5/21/2019,6/2/2019,6/4/2019,2,7,60,0,696
411,5/16/2019,5/16/2019,6/5/2019,6/7/2019,1,10,178,0,697
412,5/17/2019,5/18/2019,5/26/2019,5/26/2019,4,9,127,0,698
413,5/17/2019,5/20/2019,5/22/2019,5/27/2019,4,11,12,0,699
414,5/17/2019,5/17/2019,5/24/2019,5/25/2019,4,4,18,0,4
415,5/17/2019,5/23/2019,6/12/2019,6/12/2019,2,4,53,0,5
416,5/17/2019,5/24/2019,6/19/2019,6/22/2019,1,1,225,0,2
417,5/17/2019,5/26/2019,6/11/2019,6/9/2019,1,9,417,0,1
418,5/18/2019,5/29/2019,5/31/2019,5/29/2019,4,8,623,0,1
419,5/18/2019,5/18/2019,5/26/2019,5/26/2019,4,5,63,0,2
420,5/18/2019,5/25/2019,5/28/2019,5/31/2019,4,11,171,0,5
421,5/18/2019,5/19/2019,5/25/2019,5/26/2019,4,1,20,0,1
422,5/18/2019,5/26/2019,5/30/2019,6/2/2019,4,5,38,0,5
423,5/18/2019,5/19/2019,5/26/2019,5/27/2019,4,5,17,0,3
424,5/18/2019,5/28/2019,6/2/2019,6/5/2019,1,7,630,0,3
425,5/18/2019,5/18/2019,6/3/2019,6/3/2019,1,6,54,0,2
426,5/18/2019,5/27/2019,6/8/2019,6/7/2019,1,9,184,0,3
427,5/18/2019,5/25/2019,6/1/2019,6/7/2019,1,9,165,0,2
428,5/18/2019,5/28/2019,6/3/2019,6/5/2019,2,1,419,0,3
429,5/18/2019,5/25/2019,6/1/2019,6/3/2019,2,11,602,0,3
430,5/19/2019,5/27/2019,5/30/2019,6/2/2019,4,1,639,0,2
431,5/19/2019,5/27/2019,6/15/2019,6/15/2019,1,9,65,0,3
432,5/19/2019,5/20/2019,6/3/2019,6/5/2019,1,9,176,0,3
433,5/19/2019,5/24/2019,5/31/2019,6/1/2019,2,5,403,0,1
434,5/19/2019,5/24/2019,6/5/2019,6/6/2019,2,7,216,0,3
435,5/19/2019,5/25/2019,6/19/2019,6/20/2019,1,9,294,0,1
436,5/19/2019,5/28/2019,6/7/2019,6/12/2019,1,1,533,0,3
437,5/20/2019,5/24/2019,6/15/2019,6/19/2019,1,6,213,0,1
438,5/20/2019,5/22/2019,5/27/2019,5/28/2019,4,5,355,0,1
439,5/20/2019,6/1/2019,6/8/2019,6/11/2019,1,7,49,0,5
440,5/20/2019,5/27/2019,6/1/2019,6/3/2019,2,5,33,0,59
441,5/20/2019,5/25/2019,6/5/2019,6/9/2019,1,7,26,0,60
442,5/20/2019,5/27/2019,6/8/2019,6/11/2019,1,9,345,10,61
443,5/20/2019,5/20/2019,6/18/2019,6/22/2019,1,1,306,27,62
444,5/20/2019,5/21/2019,6/11/2019,6/13/2019,1,9,129,0,63
445,5/21/2019,5/26/2019,5/29/2019,5/30/2019,4,9,129,0,64
446,5/21/2019,5/28/2019,5/28/2019,6/2/2019,4,1,404,0,65
447,5/21/2019,5/21/2019,5/26/2019,5/28/2019,4,5,10,0,66
448,5/21/2019,5/31/2019,6/6/2019,6/9/2019,1,7,8,0,67
449,5/21/2019,5/27/2019,6/6/2019,6/10/2019,1,4,214,0,2
450,5/21/2019,5/29/2019,5/31/2019,6/2/2019,3,1,169,0,2
451,5/21/2019,5/23/2019,6/5/2019,6/7/2019,1,7,269,0,622
452,5/21/2019,5/21/2019,6/4/2019,6/5/2019,1,7,338,0,623
453,5/21/2019,5/31/2019,6/10/2019,6/13/2019,1,5,498,0,624
454,5/22/2019,5/28/2019,6/19/2019,6/20/2019,1,5,94,0,625
455,5/22/2019,5/23/2019,5/28/2019,5/31/2019,4,10,260,0,626
456,5/22/2019,5/22/2019,5/28/2019,5/30/2019,4,11,243,0,627
457,5/22/2019,5/22/2019,5/30/2019,6/1/2019,4,6,99,0,628
458,5/22/2019,5/22/2019,6/11/2019,6/15/2019,1,7,199,0,629
459,5/22/2019,6/5/2019,6/8/2019,6/9/2019,1,7,297,0,630
460,5/22/2019,5/23/2019,6/2/2019,6/7/2019,2,11,69,0,631
461,5/22/2019,5/29/2019,6/7/2019,6/7/2019,2,5,68,0,632
462,5/22/2019,5/22/2019,6/5/2019,6/8/2019,2,7,105,0,633
463,5/22/2019,5/26/2019,6/21/2019,6/24/2019,1,8,90,0,634
464,5/23/2019,6/4/2019,6/4/2019,6/5/2019,4,7,180,0,635
465,5/23/2019,5/23/2019,5/30/2019,6/1/2019,4,3,47,0,636
466,5/23/2019,5/29/2019,5/30/2019,5/31/2019,4,9,181,0,637
467,5/23/2019,5/26/2019,5/30/2019,5/30/2019,4,9,122,0,638
468,5/23/2019,5/23/2019,5/30/2019,5/30/2019,4,7,443,0,639
469,5/23/2019,5/23/2019,6/2/2019,6/4/2019,1,9,362,0,640
470,5/23/2019,5/24/2019,6/8/2019,6/10/2019,2,1,264,0,641
471,5/23/2019,6/5/2019,6/16/2019,6/19/2019,2,1,78,0,642
472,5/23/2019,5/27/2019,6/23/2019,6/24/2019,1,9,187,0,643
473,5/24/2019,5/24/2019,6/5/2019,6/9/2019,4,9,274,0,644
474,5/24/2019,6/3/2019,6/4/2019,6/11/2019,4,9,18,0,645
475,5/24/2019,5/25/2019,6/5/2019,6/7/2019,4,11,439,0,646
476,5/24/2019,5/24/2019,5/30/2019,6/2/2019,4,2,71,0,647
477,5/24/2019,5/27/2019,5/31/2019,6/2/2019,4,7,339,0,648
478,5/24/2019,5/29/2019,5/31/2019,5/31/2019,4,5,70,0,649
479,5/24/2019,6/1/2019,6/4/2019,6/4/2019,4,11,17,0,650
480,5/24/2019,6/6/2019,6/6/2019,6/8/2019,1,1,227,0,651
481,5/24/2019,6/3/2019,6/11/2019,6/12/2019,1,8,129,0,652
482,5/24/2019,6/2/2019,6/11/2019,6/11/2019,1,7,52,0,653
483,5/24/2019,6/2/2019,6/7/2019,6/12/2019,3,8,46,0,654
484,5/24/2019,5/27/2019,6/10/2019,6/14/2019,1,7,258,16,655
485,5/24/2019,5/30/2019,6/14/2019,6/14/2019,1,10,369,0,656
486,5/25/2019,5/28/2019,6/1/2019,5/29/2019,4,8,96,0,657
487,5/25/2019,5/29/2019,6/27/2019,6/29/2019,1,7,520,0,658
488,5/25/2019,5/25/2019,6/3/2019,6/3/2019,4,1,129,0,659
489,5/25/2019,5/28/2019,6/10/2019,6/13/2019,1,1,194,0,660
490,5/25/2019,6/2/2019,6/12/2019,6/14/2019,1,9,325,0,661
491,5/25/2019,5/31/2019,6/9/2019,6/7/2019,2,7,569,0,662
492,5/25/2019,6/2/2019,6/10/2019,6/12/2019,2,9,211,0,663
493,5/25/2019,5/29/2019,6/21/2019,6/26/2019,1,7,512,0,664
494,5/26/2019,5/26/2019,6/22/2019,6/22/2019,1,5,33,0,665
495,5/26/2019,5/26/2019,6/1/2019,6/5/2019,4,9,62,19,4
496,5/26/2019,6/5/2019,6/7/2019,6/10/2019,4,7,34,0,5
497,5/26/2019,5/26/2019,6/2/2019,6/4/2019,4,6,306,0,2
498,5/26/2019,6/4/2019,6/5/2019,6/6/2019,4,8,137,0,1
499,5/26/2019,6/3/2019,6/6/2019,6/7/2019,4,5,134,0,1
500,5/26/2019,5/29/2019,6/1/2019,6/3/2019,4,1,130,0,2
501,5/26/2019,5/27/2019,6/1/2019,6/3/2019,4,8,125,0,5
502,5/26/2019,6/7/2019,6/7/2019,6/11/2019,4,1,120,0,1
503,5/26/2019,5/27/2019,6/13/2019,6/15/2019,1,2,621,0,5
504,5/26/2019,6/4/2019,6/14/2019,6/16/2019,1,5,318,0,3
505,5/26/2019,5/26/2019,6/25/2019,6/27/2019,1,11,114,0,3
506,5/26/2019,5/29/2019,6/27/2019,6/28/2019,1,7,173,0,2
507,5/27/2019,6/1/2019,6/3/2019,6/5/2019,4,8,105,0,3
508,5/27/2019,6/5/2019,6/27/2019,7/2/2019,1,7,445,0,2
509,5/27/2019,5/27/2019,6/4/2019,6/6/2019,4,9,166,0,3
510,5/27/2019,6/4/2019,6/17/2019,6/19/2019,1,5,580,0,3
511,5/27/2019,5/27/2019,6/8/2019,6/12/2019,3,9,17,0,2
512,5/27/2019,5/30/2019,6/10/2019,6/16/2019,1,8,106,0,683
513,5/27/2019,6/6/2019,6/21/2019,6/25/2019,2,10,337,17,684
514,5/27/2019,6/5/2019,6/14/2019,6/16/2019,1,11,190,0,685
515,5/28/2019,6/5/2019,6/9/2019,6/11/2019,4,10,23,0,686
516,5/28/2019,6/6/2019,6/10/2019,6/13/2019,4,1,45,0,687
517,5/28/2019,6/3/2019,6/8/2019,6/10/2019,3,6,53,0,688
518,5/28/2019,5/28/2019,6/11/2019,6/12/2019,3,9,27,0,689
519,5/28/2019,5/28/2019,6/26/2019,7/2/2019,1,6,566,0,690
520,5/28/2019,6/1/2019,6/15/2019,6/19/2019,1,11,502,0,691
521,5/28/2019,5/28/2019,6/20/2019,6/19/2019,1,1,18,0,692
522,5/29/2019,5/30/2019,6/7/2019,6/7/2019,4,9,235,0,693
523,5/29/2019,5/29/2019,6/6/2019,6/7/2019,4,9,84,0,694
524,5/29/2019,5/31/2019,6/14/2019,6/17/2019,2,8,168,0,695
525,5/29/2019,6/7/2019,7/1/2019,7/4/2019,1,10,36,26,696
526,5/30/2019,6/9/2019,6/9/2019,6/12/2019,4,6,41,0,697
527,5/30/2019,5/31/2019,6/6/2019,6/6/2019,4,5,142,0,698
528,5/30/2019,6/7/2019,6/7/2019,6/9/2019,4,9,404,0,699
529,5/30/2019,5/31/2019,6/6/2019,6/7/2019,4,7,123,0,4
530,5/30/2019,6/8/2019,6/15/2019,6/20/2019,1,7,238,0,5
531,5/30/2019,6/7/2019,6/26/2019,6/28/2019,1,5,74,0,2
532,5/30/2019,6/7/2019,6/18/2019,6/22/2019,1,2,158,0,1
533,5/31/2019,6/3/2019,7/1/2019,7/3/2019,1,3,124,0,1
534,5/31/2019,6/2/2019,6/8/2019,6/9/2019,4,11,21,0,2
535,5/31/2019,6/7/2019,6/7/2019,6/8/2019,4,5,178,0,5
536,5/31/2019,6/4/2019,6/6/2019,6/11/2019,4,1,25,0,1
537,5/31/2019,6/5/2019,6/12/2019,6/13/2019,2,5,291,0,5
538,5/31/2019,5/31/2019,6/16/2019,6/21/2019,1,9,181,0,3
539,5/31/2019,6/7/2019,6/14/2019,6/14/2019,3,5,185,0,3
540,5/31/2019,5/31/2019,6/14/2019,6/19/2019,2,6,207,0,2
541,5/31/2019,6/6/2019,6/16/2019,6/17/2019,2,10,43,34,3
542,5/31/2019,6/1/2019,6/17/2019,6/18/2019,1,7,92,0,2
543,5/31/2019,6/1/2019,6/19/2019,6/24/2019,1,11,410,0,3
544,5/31/2019,6/8/2019,6/23/2019,6/23/2019,1,9,77,0,3
545,6/1/2019,6/1/2019,7/2/2019,7/5/2019,1,7,373,13,2
546,6/1/2019,6/1/2019,6/6/2019,6/9/2019,4,8,117,0,3
547,6/1/2019,6/9/2019,6/12/2019,6/14/2019,4,5,173,0,3
548,6/1/2019,6/1/2019,6/7/2019,6/11/2019,4,9,126,0,1
549,6/1/2019,6/10/2019,6/15/2019,6/17/2019,1,5,95,0,3
550,6/1/2019,6/1/2019,6/15/2019,6/15/2019,1,7,2,39,1
551,6/1/2019,6/11/2019,6/13/2019,6/14/2019,2,9,18,0,3
552,6/1/2019,6/14/2019,6/14/2019,6/17/2019,2,5,424,0,1
553,6/1/2019,6/8/2019,6/19/2019,6/23/2019,1,7,153,0,2
554,6/1/2019,6/1/2019,7/2/2019,7/1/2019,1,5,175,0,2
555,6/2/2019,6/11/2019,6/11/2019,6/15/2019,4,11,7,0,1
556,6/2/2019,6/2/2019,6/10/2019,6/11/2019,4,1,119,40,5
557,6/2/2019,6/3/2019,6/17/2019,6/20/2019,1,11,201,0,3
558,6/2/2019,6/2/2019,6/18/2019,6/20/2019,1,5,30,0,2
559,6/2/2019,6/2/2019,6/23/2019,6/24/2019,1,7,192,0,2
560,6/2/2019,6/6/2019,7/3/2019,7/7/2019,1,4,84,0,1
561,6/2/2019,6/9/2019,6/23/2019,6/26/2019,1,10,185,0,2
562,6/3/2019,6/11/2019,7/5/2019,7/7/2019,1,5,299,0,2
563,6/3/2019,6/3/2019,6/10/2019,6/12/2019,4,10,261,0,5
564,6/3/2019,6/7/2019,6/12/2019,6/15/2019,4,10,102,0,1
565,6/3/2019,6/3/2019,6/8/2019,6/11/2019,4,9,127,0,2
566,6/3/2019,6/4/2019,6/10/2019,6/11/2019,4,9,42,0,3
567,6/3/2019,6/12/2019,6/14/2019,6/18/2019,4,5,16,0,3
568,6/3/2019,6/3/2019,6/11/2019,6/9/2019,4,2,126,0,2
569,6/3/2019,6/3/2019,6/9/2019,6/11/2019,4,7,388,0,2
570,6/3/2019,6/12/2019,6/23/2019,6/23/2019,1,6,311,0,2
571,6/3/2019,6/5/2019,6/19/2019,6/24/2019,1,6,8,0,4
572,6/3/2019,6/10/2019,6/15/2019,6/18/2019,3,7,50,0,3
573,6/3/2019,6/5/2019,6/23/2019,6/23/2019,1,6,250,0,2
574,6/3/2019,6/7/2019,6/21/2019,6/22/2019,2,8,287,0,1
575,6/3/2019,6/12/2019,6/26/2019,6/27/2019,1,11,2,0,3
576,6/4/2019,6/15/2019,6/15/2019,6/20/2019,4,9,467,0,1
577,6/4/2019,6/12/2019,6/14/2019,6/19/2019,4,5,82,0,2
578,6/4/2019,6/4/2019,6/10/2019,6/12/2019,4,5,103,0,2
579,6/4/2019,6/9/2019,6/10/2019,6/12/2019,4,9,268,0,3
580,6/4/2019,6/7/2019,6/12/2019,6/17/2019,4,9,379,0,4
581,6/4/2019,6/4/2019,6/19/2019,6/22/2019,1,7,2,0,2
582,6/4/2019,6/4/2019,6/17/2019,6/21/2019,3,9,384,0,2
583,6/4/2019,6/10/2019,6/21/2019,6/22/2019,2,7,62,0,3
584,6/4/2019,6/11/2019,7/1/2019,7/1/2019,2,10,122,0,3
585,6/5/2019,6/7/2019,7/5/2019,7/10/2019,1,1,268,0,3
586,6/5/2019,6/10/2019,6/13/2019,6/14/2019,4,5,171,0,3
587,6/5/2019,6/14/2019,6/16/2019,6/16/2019,4,1,229,0,3
588,6/5/2019,6/13/2019,6/15/2019,6/19/2019,4,5,82,0,2
589,6/5/2019,6/5/2019,6/12/2019,6/12/2019,4,7,149,0,2
590,6/5/2019,6/6/2019,6/18/2019,6/18/2019,1,7,121,0,3
591,6/5/2019,6/6/2019,7/2/2019,7/4/2019,1,1,132,0,3
592,6/5/2019,6/11/2019,6/26/2019,6/26/2019,1,6,362,0,5
593,6/6/2019,6/7/2019,6/13/2019,6/18/2019,4,5,107,0,3
594,6/6/2019,6/14/2019,6/15/2019,6/16/2019,4,5,13,0,3
595,6/6/2019,6/6/2019,6/25/2019,6/24/2019,1,7,187,0,2
596,6/6/2019,6/14/2019,6/26/2019,6/27/2019,1,1,310,0,2
597,6/6/2019,6/6/2019,6/19/2019,6/21/2019,3,8,35,0,2
598,6/6/2019,6/19/2019,6/19/2019,6/19/2019,2,7,128,0,1
599,6/6/2019,6/13/2019,6/21/2019,6/21/2019,3,6,513,0,2
600,6/6/2019,6/14/2019,7/3/2019,7/6/2019,1,1,282,0,2
601,6/7/2019,6/8/2019,6/14/2019,6/15/2019,4,9,262,0,3
602,6/7/2019,6/9/2019,6/12/2019,6/17/2019,4,1,494,0,2
603,6/7/2019,6/11/2019,6/13/2019,6/14/2019,4,2,21,0,1
604,6/7/2019,6/15/2019,6/18/2019,6/20/2019,4,7,290,0,3
605,6/7/2019,6/16/2019,6/25/2019,6/25/2019,1,9,517,0,3
606,6/7/2019,6/14/2019,6/27/2019,6/30/2019,1,4,128,0,3
607,6/7/2019,6/15/2019,6/18/2019,6/25/2019,2,7,180,0,5
608,6/7/2019,6/14/2019,6/18/2019,6/19/2019,1,7,529,0,59
609,6/7/2019,6/8/2019,7/5/2019,7/6/2019,1,9,111,0,60
610,6/8/2019,6/15/2019,6/18/2019,6/24/2019,4,9,9,0,61
611,6/8/2019,6/17/2019,6/18/2019,6/21/2019,4,9,89,0,62
612,6/8/2019,6/8/2019,6/14/2019,6/15/2019,4,5,184,0,63
613,6/8/2019,6/16/2019,6/21/2019,6/24/2019,1,9,19,0,64
614,6/8/2019,6/15/2019,6/20/2019,6/22/2019,3,9,397,0,65
615,6/8/2019,6/9/2019,6/22/2019,6/21/2019,1,6,57,0,66
616,6/8/2019,6/9/2019,6/24/2019,6/25/2019,2,9,164,0,67
617,6/8/2019,6/19/2019,7/7/2019,7/6/2019,1,5,4,0,2
618,6/8/2019,6/8/2019,7/8/2019,7/12/2019,1,11,129,0,2
619,6/8/2019,6/13/2019,6/26/2019,6/29/2019,1,8,370,0,622
620,6/8/2019,6/17/2019,6/28/2019,7/1/2019,1,4,40,0,623
621,6/9/2019,6/11/2019,7/7/2019,7/7/2019,1,7,84,0,624
622,6/9/2019,6/9/2019,6/19/2019,6/20/2019,4,9,448,0,625
623,6/9/2019,6/16/2019,6/18/2019,6/19/2019,4,1,7,15,626
624,6/9/2019,6/18/2019,6/29/2019,6/29/2019,1,7,99,0,627
625,6/9/2019,6/13/2019,6/25/2019,6/28/2019,1,10,48,0,628
626,6/9/2019,6/9/2019,6/26/2019,6/25/2019,2,5,221,0,629
627,6/10/2019,6/12/2019,6/16/2019,6/19/2019,4,11,211,0,630
628,6/10/2019,6/10/2019,6/18/2019,6/22/2019,4,5,317,0,631
629,6/10/2019,6/15/2019,6/17/2019,6/20/2019,4,2,509,0,632
630,6/10/2019,6/10/2019,6/15/2019,6/19/2019,4,4,320,0,633
631,6/10/2019,6/10/2019,6/19/2019,6/18/2019,4,2,497,0,634
632,6/10/2019,6/12/2019,6/25/2019,6/24/2019,1,3,351,0,635
633,6/10/2019,6/11/2019,6/20/2019,6/23/2019,3,8,173,32,636
634,6/10/2019,6/18/2019,6/23/2019,6/25/2019,1,7,61,0,637
635,6/10/2019,6/10/2019,6/26/2019,6/30/2019,1,5,306,0,638
636,6/10/2019,6/17/2019,7/8/2019,7/9/2019,1,7,9,0,639
637,6/11/2019,6/20/2019,7/14/2019,7/13/2019,1,6,53,0,640
638,6/11/2019,6/18/2019,6/19/2019,6/18/2019,4,6,54,0,641
639,6/11/2019,6/21/2019,6/22/2019,6/30/2019,4,9,218,0,642
640,6/11/2019,6/19/2019,6/23/2019,6/25/2019,3,11,6,0,643
641,6/11/2019,6/20/2019,7/7/2019,7/7/2019,1,9,428,0,644
642,6/11/2019,6/21/2019,7/11/2019,7/15/2019,1,4,142,0,645
643,6/11/2019,6/18/2019,7/2/2019,7/3/2019,1,7,11,0,646
644,6/11/2019,6/20/2019,7/2/2019,7/1/2019,1,9,30,0,647
645,6/11/2019,6/11/2019,6/30/2019,7/3/2019,1,8,128,0,648
646,6/11/2019,6/20/2019,7/3/2019,7/5/2019,1,4,426,0,649
647,6/12/2019,6/16/2019,6/19/2019,6/22/2019,4,5,566,0,650
648,6/12/2019,6/13/2019,6/21/2019,6/28/2019,4,7,210,0,651
649,6/12/2019,6/21/2019,6/21/2019,6/27/2019,4,5,9,0,652
650,6/12/2019,6/15/2019,6/28/2019,6/30/2019,2,6,61,0,653
651,6/12/2019,6/18/2019,7/14/2019,7/16/2019,1,9,80,0,654
652,6/12/2019,6/15/2019,7/13/2019,7/16/2019,1,7,122,0,655
653,6/13/2019,6/23/2019,7/9/2019,7/11/2019,1,10,114,0,656
654,6/13/2019,6/14/2019,7/14/2019,7/14/2019,1,5,268,0,657
655,6/13/2019,6/13/2019,6/18/2019,6/20/2019,4,9,194,0,658
656,6/13/2019,6/14/2019,6/19/2019,6/21/2019,4,9,78,0,659
657,6/13/2019,6/15/2019,6/19/2019,6/21/2019,4,8,93,0,660
658,6/13/2019,6/18/2019,6/21/2019,6/21/2019,4,5,131,13,661
659,6/13/2019,6/17/2019,6/29/2019,6/28/2019,1,7,314,0,662
660,6/13/2019,6/19/2019,6/30/2019,6/30/2019,1,5,74,0,663
661,6/13/2019,6/23/2019,6/30/2019,7/1/2019,1,10,238,0,664
662,6/13/2019,6/21/2019,6/27/2019,6/29/2019,2,6,231,0,665
663,6/13/2019,6/22/2019,7/3/2019,7/3/2019,1,1,20,0,4
664,6/13/2019,6/21/2019,7/7/2019,7/11/2019,2,11,232,0,5
665,6/13/2019,6/13/2019,7/5/2019,7/7/2019,1,8,88,0,2
666,6/14/2019,6/23/2019,6/26/2019,6/29/2019,4,11,370,0,1
667,6/14/2019,6/22/2019,6/24/2019,6/30/2019,4,5,81,33,1
668,6/14/2019,6/15/2019,6/30/2019,7/2/2019,1,8,79,0,2
669,6/14/2019,6/14/2019,6/29/2019,6/30/2019,2,4,26,0,5
670,6/14/2019,6/14/2019,6/27/2019,7/2/2019,2,11,34,0,1
671,6/14/2019,6/20/2019,7/7/2019,7/9/2019,1,1,292,0,5
672,6/15/2019,6/15/2019,6/22/2019,6/20/2019,4,11,186,0,3
673,6/15/2019,6/17/2019,7/17/2019,7/20/2019,1,8,224,0,3
674,6/15/2019,6/23/2019,6/26/2019,6/30/2019,4,8,426,22,2
675,6/15/2019,6/18/2019,6/21/2019,6/24/2019,4,7,156,0,3
676,6/15/2019,6/24/2019,6/28/2019,6/29/2019,4,9,9,0,2
677,6/15/2019,6/18/2019,6/20/2019,6/24/2019,4,10,71,0,3
678,6/15/2019,6/24/2019,6/29/2019,6/30/2019,1,9,110,0,3
679,6/15/2019,6/17/2019,7/2/2019,7/2/2019,1,1,152,0,2
680,6/15/2019,6/15/2019,7/11/2019,7/16/2019,1,7,520,0,683
681,6/16/2019,6/16/2019,6/24/2019,6/24/2019,4,11,29,0,684
682,6/16/2019,6/26/2019,6/28/2019,6/30/2019,4,8,31,0,685
683,6/16/2019,6/24/2019,7/4/2019,7/6/2019,1,7,83,0,686
684,6/16/2019,6/24/2019,6/28/2019,7/1/2019,3,1,91,0,687
685,6/16/2019,6/25/2019,6/29/2019,7/1/2019,3,9,180,0,688
686,6/16/2019,6/30/2019,7/1/2019,7/2/2019,2,9,2,0,689
687,6/16/2019,6/16/2019,7/19/2019,7/19/2019,1,5,9,0,690
688,6/16/2019,6/24/2019,7/6/2019,7/9/2019,1,9,312,0,691
689,6/17/2019,6/27/2019,7/20/2019,7/21/2019,1,5,335,0,692
690,6/17/2019,6/19/2019,6/25/2019,6/26/2019,4,5,67,0,693
691,6/17/2019,6/30/2019,6/30/2019,7/3/2019,4,4,385,0,694
692,6/17/2019,6/17/2019,6/26/2019,6/26/2019,4,11,23,0,695
693,6/17/2019,6/18/2019,7/5/2019,7/5/2019,1,5,32,0,696
694,6/17/2019,6/26/2019,6/30/2019,7/1/2019,2,11,68,0,697
